status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,nivel_severitate
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,49.9976,400.0,484,488,2
ON,Furtuna,49.9626,400.0,502,484,2
ON,Senin,49.9845,400.0,496,474,1
ON,Furtuna,49.9842,400.0,507,483,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,512,487,0
ON,Senin,49.9877,400.0,502,466,1
ON,Senin,50.0,400.0,495,498,0
ON,Furtuna,49.991,400.0,488,453,2
ON,Tornada,49.5026,350.0,506,460,4
ON,Furtuna,49.9442,400.0,503,494,2
ON,Senin,50.0,400.0,489,473,0
ON,Senin,50.0,400.0,493,452,0
ON,Senin,50.0,400.0,482,496,0
ON,Senin,49.9913,400.0,488,469,1
ON,Viscol,49.8773,390.0,490,478,3
ON,Senin,50.0,400.0,502,479,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,487,469,0
ON,Senin,50.0,400.0,504,509,0
ON,Senin,49.9998,400.0,514,509,1
ON,Senin,50.0,400.0,504,472,0
ON,Senin,50.0,400.0,496,494,0
ON,Senin,50.0102,400.0,490,486,1
ON,Senin,50.0021,400.0,517,450,1
ON,Senin,50.0,400.0,488,453,0
ON,Tornada,49.9935,350.0,489,469,4
ON,Senin,50.0,400.0,514,477,0
ON,Senin,50.0,400.0,512,453,0
ON,Senin,50.0,400.0,501,469,0
ON,Viscol,50.1336,390.0,519,508,3
ON,Senin,50.0,400.0,517,468,0
ON,Senin,50.0,400.0,500,505,0
ON,Senin,50.0,400.0,491,488,0
ON,Senin,50.0,400.0,482,477,0
ON,Viscol,50.0148,390.0,515,499,3
ON,Senin,50.0,400.0,482,472,0
ON,Senin,50.0,400.0,482,468,0
ON,Senin,49.9928,400.0,497,500,1
ON,Senin,50.0,400.0,489,489,0
ON,Tornada,50.3755,350.0,490,451,4
ON,Senin,50.0,400.0,513,467,0
ON,Senin,50.0,400.0,509,468,0
ON,Senin,50.0,400.0,498,491,0
ON,Senin,50.0,400.0,508,473,0
ON,Senin,50.0,400.0,496,479,0
ON,Senin,50.0,400.0,512,494,0
ON,Senin,50.0,400.0,495,459,0
ON,Viscol,49.9103,390.0,513,489,3
ON,Senin,50.0,400.0,484,472,0
ON,Viscol,49.9642,390.0,496,507,3
ON,Senin,50.0,400.0,491,466,0
ON,Senin,50.0,400.0,492,477,0
ON,Senin,50.0,400.0,518,455,0
ON,Senin,50.0124,400.0,489,492,1
ON,Furtuna,49.9978,400.0,482,497,2
ON,Furtuna,50.0025,400.0,500,452,2
ON,Senin,50.0,400.0,506,476,0
ON,Furtuna,50.051,400.0,487,463,2
ON,Senin,50.0,400.0,501,490,0
ON,Senin,50.0159,400.0,512,507,1
ON,Senin,50.0,400.0,514,475,0
ON,Senin,50.0,400.0,510,481,0
ON,Senin,50.0,400.0,493,477,0
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,509,486,0
ON,Furtuna,50.0313,400.0,500,495,2
ON,Senin,50.0,400.0,507,491,0
ON,Furtuna,50.0048,400.0,493,477,2
ON,Senin,50.0,400.0,510,484,0
ON,Senin,50.0,400.0,502,476,0
ON,Senin,49.9984,400.0,515,505,1
ON,Tornada,50.2228,350.0,494,459,4
ON,Senin,50.0,400.0,516,471,0
ON,Senin,50.0,400.0,480,466,0
ON,Senin,50.0,400.0,502,464,0
ON,Senin,50.0,400.0,514,453,0
ON,Senin,50.0,400.0,486,503,0
ON,Senin,50.0,400.0,499,450,0
ON,Senin,50.0,400.0,500,502,0
ON,Senin,50.0,400.0,495,472,0
ON,Senin,50.0166,400.0,501,471,1
ON,Senin,49.9882,400.0,493,453,1
ON,Senin,50.0,400.0,498,452,0
ON,Furtuna,49.9621,400.0,516,469,2
ON,Senin,49.9976,400.0,510,498,1
ON,Senin,50.0,400.0,495,486,0
ON,Viscol,50.132,390.0,516,500,3
ON,Senin,50.0149,400.0,514,509,1
ON,Senin,50.0,400.0,487,461,0
ON,Senin,50.0,400.0,495,496,0
ON,Furtuna,50.0781,400.0,496,491,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,504,484,0
ON,Senin,50.0,400.0,493,502,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,500,451,0
ON,Senin,50.0029,400.0,512,493,1
ON,Senin,50.0,400.0,513,456,0
ON,Senin,50.0,400.0,480,453,0
ON,Furtuna,49.9274,400.0,503,453,2
ON,Senin,50.0,400.0,503,470,0
ON,Furtuna,49.9752,400.0,510,506,2
ON,Furtuna,49.9744,400.0,500,506,2
ON,Senin,50.0,400.0,486,496,0
ON,Senin,50.0,400.0,513,457,0
ON,Senin,50.0,400.0,496,467,0
ON,Senin,50.0,400.0,499,501,0
ON,Senin,50.0,400.0,486,499,0
ON,Furtuna,49.9305,400.0,493,462,2
ON,Senin,49.9905,400.0,512,463,1
ON,Furtuna,49.9225,400.0,511,475,2
ON,Viscol,49.9692,390.0,519,465,3
ON,Tornada,50.2821,350.0,492,470,4
ON,Senin,50.0,400.0,500,484,0
ON,Senin,50.0,400.0,492,494,0
ON,Viscol,50.0838,390.0,480,472,3
ON,Senin,50.0,400.0,486,494,0
ON,Viscol,50.1256,390.0,491,478,3
ON,Senin,50.0,400.0,516,481,0
ON,Senin,50.0,400.0,503,502,0
ON,Senin,50.0,400.0,517,509,0
ON,Senin,50.0008,400.0,505,487,1
ON,Senin,50.0,400.0,519,499,0
ON,Senin,50.0,400.0,518,502,0
ON,Senin,50.0,400.0,508,507,0
ON,Senin,50.0,400.0,507,471,0
ON,Senin,50.0074,400.0,498,491,1
ON,Senin,50.0,400.0,508,498,0
ON,Senin,50.0,400.0,518,495,0
ON,Senin,50.0,400.0,488,508,0
ON,Furtuna,50.0711,400.0,516,509,2
ON,Senin,50.0,400.0,485,460,0
ON,Senin,50.0,400.0,519,508,0
ON,Senin,50.0,400.0,511,470,0
ON,Senin,50.0,400.0,499,451,0
ON,Senin,50.0,400.0,482,486,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,508,491,0
ON,Tornada,49.9322,350.0,496,470,4
ON,Senin,50.0,400.0,496,475,0
ON,Senin,50.0,400.0,500,460,0
ON,Senin,50.0,400.0,509,473,0
ON,Senin,49.9835,400.0,511,459,1
ON,Senin,50.0,400.0,517,505,0
ON,Senin,50.0,400.0,498,486,0
ON,Senin,50.0,400.0,518,496,0
ON,Viscol,50.0732,390.0,515,475,3
ON,Senin,50.0,400.0,511,501,0
ON,Furtuna,50.0375,400.0,512,501,2
ON,Senin,50.0,400.0,506,509,0
ON,Senin,50.0,400.0,487,495,0
ON,Senin,50.0,400.0,509,509,0
ON,Senin,50.0,400.0,511,470,0
ON,Senin,50.0,400.0,497,494,0
ON,Senin,50.0,400.0,504,505,0
ON,Senin,50.0,400.0,505,469,0
ON,Senin,50.0169,400.0,506,485,1
ON,Senin,50.0,400.0,505,497,0
ON,Senin,50.0,400.0,481,464,0
ON,Senin,50.0,400.0,500,458,0
ON,Senin,50.0,400.0,496,457,0
ON,Viscol,49.946,390.0,508,467,3
ON,Senin,50.0,400.0,510,509,0
ON,Senin,50.0,400.0,481,491,0
ON,Senin,50.0,400.0,486,456,0
ON,Senin,50.0,400.0,491,462,0
ON,Viscol,49.8531,390.0,502,477,3
ON,Senin,50.0,400.0,497,455,0
ON,Senin,50.0,400.0,503,483,0
ON,Senin,50.0,400.0,483,454,0
ON,Senin,50.0,400.0,514,474,0
ON,Furtuna,49.9269,400.0,509,459,2
ON,Senin,50.0,400.0,496,470,0
ON,Viscol,49.9453,390.0,509,486,3
ON,Viscol,49.9741,390.0,490,459,3
ON,Senin,50.0,400.0,485,453,0
ON,Senin,50.0,400.0,493,505,0
ON,Senin,50.0,400.0,516,497,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,508,469,0
ON,Senin,50.01,400.0,487,503,1
ON,Senin,50.0,400.0,481,494,0
ON,Furtuna,49.965,400.0,480,487,2
ON,Furtuna,50.0606,400.0,493,475,2
ON,Senin,50.0,400.0,503,468,0
ON,Senin,50.0,400.0,499,489,0
ON,Senin,50.0,400.0,495,482,0
ON,Senin,50.0,400.0,494,494,0
ON,Senin,50.0,400.0,491,488,0
ON,Senin,50.0,400.0,511,472,0
ON,Senin,50.0,400.0,510,495,0
ON,Senin,50.0,400.0,499,494,0
ON,Senin,50.0015,400.0,518,489,1
ON,Furtuna,49.9375,400.0,510,468,2
ON,Furtuna,50.0141,400.0,500,466,2
ON,Senin,50.0,400.0,491,464,0
ON,Senin,50.0,400.0,484,504,0
ON,Senin,50.0,400.0,505,456,0
ON,Senin,50.0,400.0,497,454,0
ON,Senin,49.9839,400.0,511,481,1
ON,Senin,50.0,400.0,499,499,0
ON,Senin,50.0,400.0,502,458,0
ON,Senin,50.0,400.0,507,455,0
ON,Senin,50.0,400.0,500,462,0
ON,Senin,50.0,400.0,501,474,0
ON,Senin,49.9879,400.0,484,501,1
ON,Senin,50.0,400.0,488,481,0
ON,Furtuna,50.0615,400.0,511,457,2
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,497,489,0
ON,Senin,50.0,400.0,511,451,0
ON,Viscol,50.1365,390.0,492,466,3
ON,Tornada,49.5099,350.0,519,508,4
ON,Senin,50.0,400.0,496,481,0
ON,Senin,49.9819,400.0,490,450,1
ON,Senin,50.0,400.0,511,497,0
ON,Senin,50.0064,400.0,482,493,1
ON,Senin,50.0,400.0,507,478,0
ON,Senin,50.0,400.0,514,459,0
ON,Senin,50.009,400.0,516,475,1
ON,Senin,50.0,400.0,482,450,0
ON,Senin,50.0,400.0,490,470,0
ON,Senin,50.0,400.0,488,499,0
ON,Tornada,50.0565,350.0,513,478,4
ON,Senin,50.0,400.0,515,473,0
ON,Senin,49.9858,400.0,491,483,1
ON,Senin,50.0,400.0,495,473,0
ON,Senin,50.0,400.0,497,497,0
ON,Furtuna,50.0641,400.0,504,500,2
ON,Senin,50.0,400.0,495,453,0
ON,Furtuna,49.966,400.0,480,459,2
ON,Senin,50.0,400.0,502,485,0
ON,Senin,50.0,400.0,489,461,0
ON,Senin,50.0,400.0,514,466,0
ON,Senin,49.9952,400.0,489,476,1
ON,Senin,50.0,400.0,495,505,0
ON,Senin,50.0,400.0,488,470,0
ON,Senin,50.0,400.0,504,464,0
ON,Senin,50.0128,400.0,492,459,1
ON,Senin,50.0,400.0,515,496,0
ON,Furtuna,50.0799,400.0,492,472,2
ON,Senin,50.0,400.0,505,467,0
ON,Viscol,50.1309,390.0,489,479,3
ON,Senin,50.004,400.0,482,500,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,484,492,0
ON,Senin,49.9999,400.0,515,472,1
ON,Senin,50.0106,400.0,506,493,1
ON,Senin,50.0,400.0,489,456,0
ON,Senin,50.0,400.0,482,501,0
ON,Senin,50.0,400.0,513,489,0
ON,Furtuna,49.9275,400.0,496,470,2
ON,Senin,50.0,400.0,498,489,0
ON,Senin,50.0,400.0,489,478,0
ON,Furtuna,50.0152,400.0,507,470,2
ON,Furtuna,49.9964,400.0,497,456,2
ON,Senin,49.983,400.0,486,472,1
ON,Senin,50.0,400.0,484,475,0
ON,Tornada,50.1542,350.0,508,482,4
ON,Senin,50.0074,400.0,491,507,1
ON,Senin,50.0,400.0,503,465,0
ON,Senin,50.0101,400.0,509,477,1
ON,Senin,50.0,400.0,500,493,0
ON,Furtuna,49.9216,400.0,493,476,2
ON,Senin,50.0,400.0,486,466,0
ON,Senin,50.0,400.0,499,462,0
ON,Senin,50.0,400.0,499,475,0
ON,Senin,50.0,400.0,504,489,0
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,485,495,0
ON,Senin,50.0,400.0,503,459,0
ON,Furtuna,49.9413,400.0,487,490,2
ON,Senin,50.0,400.0,519,471,0
ON,Tornada,50.1625,350.0,500,476,4
ON,Furtuna,49.9789,400.0,516,497,2
ON,Senin,50.0,400.0,505,456,0
ON,Viscol,50.1468,390.0,508,479,3
ON,Senin,50.0,400.0,495,461,0
ON,Senin,49.9849,400.0,491,469,1
ON,Senin,50.0,400.0,486,459,0
ON,Senin,50.0,400.0,498,497,0
ON,Furtuna,49.9388,400.0,506,480,2
ON,Tornada,49.904,350.0,506,455,4
ON,Viscol,49.9947,390.0,488,509,3
ON,Senin,50.0,400.0,491,462,0
ON,Senin,50.0,400.0,504,464,0
ON,Tornada,50.4828,350.0,492,464,4
ON,Senin,50.0,400.0,503,460,0
ON,Senin,50.0,400.0,489,483,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,516,508,0
ON,Senin,50.0,400.0,491,451,0
ON,Senin,50.0075,400.0,502,509,1
ON,Senin,50.0,400.0,498,487,0
ON,Senin,50.0,400.0,498,508,0
ON,Senin,50.0,400.0,497,501,0
ON,Senin,50.009,400.0,501,508,1
ON,Senin,49.9965,400.0,491,498,1
ON,Senin,50.0048,400.0,493,489,1
ON,Senin,50.0,400.0,482,455,0
ON,Senin,50.0115,400.0,503,489,1
ON,Senin,50.0,400.0,513,476,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0181,400.0,496,450,1
ON,Senin,50.0,400.0,505,473,0
ON,Furtuna,50.0332,400.0,508,464,2
ON,Senin,50.0,400.0,488,506,0
ON,Senin,50.0032,400.0,487,487,1
ON,Senin,50.0,400.0,491,505,0
ON,Senin,50.0197,400.0,517,481,1
ON,Senin,50.0,400.0,489,494,0
ON,Senin,49.9961,400.0,489,506,1
ON,Furtuna,49.9548,400.0,501,451,2
ON,Senin,50.0,400.0,481,484,0
ON,Senin,50.0,400.0,490,452,0
ON,Viscol,49.9773,390.0,489,459,3
ON,Senin,50.0,400.0,493,500,0
ON,Senin,49.9943,400.0,484,466,1
ON,Senin,50.0,400.0,515,508,0
ON,Tornada,50.259,350.0,493,459,4
ON,Senin,50.0,400.0,514,489,0
ON,Senin,50.0143,400.0,490,490,1
ON,Senin,50.0,400.0,510,507,0
ON,Senin,50.0,400.0,486,468,0
ON,Senin,50.0,400.0,489,454,0
ON,Senin,50.0,400.0,509,458,0
ON,Senin,50.0,400.0,510,504,0
ON,Senin,50.0,400.0,484,507,0
ON,Senin,50.0,400.0,484,478,0
ON,Senin,50.0074,400.0,480,507,1
ON,Senin,50.0,400.0,502,462,0
ON,Senin,50.0,400.0,508,481,0
ON,Viscol,50.0599,390.0,487,477,3
ON,Senin,50.0,400.0,509,468,0
ON,Senin,50.0165,400.0,517,480,1
ON,Tornada,50.3321,350.0,499,487,4
ON,Senin,50.0,400.0,497,478,0
ON,Viscol,50.1481,390.0,487,498,3
ON,Viscol,50.1499,390.0,500,503,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,507,492,0
ON,Senin,50.0,400.0,506,481,0
ON,Senin,50.0,400.0,494,456,0
ON,Senin,50.015,400.0,483,488,1
ON,Senin,50.0,400.0,494,460,0
ON,Furtuna,50.0444,400.0,483,454,2
ON,Furtuna,49.9807,400.0,517,486,2
ON,Senin,49.9916,400.0,480,491,1
ON,Senin,50.0,400.0,486,492,0
ON,Viscol,49.907,390.0,519,450,3
ON,Tornada,49.8586,350.0,517,470,4
ON,Senin,50.0,400.0,494,493,0
ON,Senin,50.0,400.0,494,487,0
ON,Senin,50.0,400.0,513,455,0
ON,Senin,49.9843,400.0,508,481,1
ON,Senin,50.0,400.0,486,485,0
ON,Senin,50.0,400.0,497,484,0
ON,Senin,50.0,400.0,506,503,0
ON,Senin,49.9814,400.0,485,498,1
ON,Senin,50.0,400.0,513,464,0
ON,Senin,50.0,400.0,502,457,0
ON,Senin,50.0,400.0,510,492,0
ON,Senin,50.0,400.0,510,486,0
ON,Senin,50.0,400.0,491,468,0
ON,Viscol,50.0755,390.0,489,479,3
ON,Senin,49.9896,400.0,508,465,1
ON,Senin,50.0,400.0,513,455,0
ON,Furtuna,50.0607,400.0,498,477,2
ON,Viscol,50.1456,390.0,516,470,3
ON,Senin,50.0,400.0,515,453,0
ON,Senin,50.0,400.0,507,464,0
ON,Senin,50.0,400.0,509,495,0
ON,Senin,50.0,400.0,506,479,0
ON,Viscol,50.1091,390.0,488,474,3
ON,Furtuna,49.9394,400.0,509,471,2
ON,Senin,50.0,400.0,514,504,0
ON,Senin,49.9989,400.0,513,498,1
ON,Senin,50.0,400.0,487,456,0
ON,Viscol,49.9723,390.0,487,486,3
ON,Senin,50.0035,400.0,503,464,1
ON,Senin,50.0,400.0,488,498,0
ON,Senin,50.0,400.0,486,501,0
ON,Tornada,49.5831,350.0,482,480,4
ON,Senin,50.0,400.0,512,490,0
ON,Senin,50.0,400.0,494,474,0
ON,Senin,50.0,400.0,514,463,0
ON,Senin,50.0,400.0,498,464,0
ON,Viscol,49.8627,390.0,485,494,3
ON,Viscol,49.8775,390.0,495,454,3
ON,Viscol,49.8971,390.0,518,483,3
ON,Senin,50.0,400.0,500,468,0
ON,Furtuna,50.0771,400.0,514,480,2
ON,Senin,50.0,400.0,494,473,0
ON,Furtuna,49.956,400.0,518,469,2
ON,Senin,50.0031,400.0,485,453,1
ON,Senin,50.0,400.0,489,463,0
ON,Senin,50.0,400.0,518,462,0
ON,Senin,50.0,400.0,509,496,0
ON,Senin,50.0,400.0,505,508,0
ON,Senin,50.0,400.0,511,468,0
ON,Tornada,49.9091,350.0,518,496,4
ON,Senin,50.0,400.0,491,456,0
ON,Tornada,50.318,350.0,501,458,4
ON,Senin,49.9916,400.0,516,498,1
ON,Senin,50.0,400.0,515,492,0
ON,Senin,50.0,400.0,484,478,0
ON,Senin,50.0,400.0,488,495,0
ON,Senin,50.0,400.0,518,475,0
ON,Senin,50.0086,400.0,503,503,1
ON,Senin,50.0,400.0,505,495,0
ON,Senin,49.9872,400.0,492,475,1
ON,Senin,50.0,400.0,508,499,0
ON,Senin,50.0,400.0,497,497,0
ON,Senin,50.0,400.0,507,488,0
ON,Senin,50.0,400.0,480,505,0
ON,Tornada,49.7985,350.0,480,463,4
ON,Senin,50.0,400.0,493,494,0
ON,Senin,50.0,400.0,519,487,0
ON,Senin,50.0,400.0,485,477,0
ON,Senin,50.0,400.0,492,459,0
ON,Senin,50.0,400.0,492,509,0
ON,Senin,50.0,400.0,512,499,0
ON,Senin,50.0,400.0,499,477,0
ON,Senin,50.0047,400.0,515,453,1
ON,Senin,50.0141,400.0,500,471,1
ON,Senin,50.0,400.0,495,509,0
ON,Furtuna,49.9924,400.0,480,460,2
ON,Senin,50.0072,400.0,516,458,1
ON,Senin,50.0,400.0,503,489,0
ON,Senin,50.0,400.0,485,465,0
ON,Senin,50.0,400.0,499,484,0
ON,Furtuna,50.0675,400.0,504,498,2
ON,Senin,50.0,400.0,500,463,0
ON,Senin,50.0,400.0,488,484,0
ON,Senin,50.0,400.0,485,463,0
ON,Senin,50.0,400.0,507,470,0
ON,Senin,50.0,400.0,515,453,0
ON,Furtuna,49.9507,400.0,518,464,2
ON,Viscol,50.0557,390.0,486,507,3
ON,Senin,50.0009,400.0,513,499,1
ON,Senin,50.0,400.0,486,470,0
ON,Senin,50.0,400.0,503,499,0
ON,Viscol,49.9389,390.0,480,451,3
ON,Senin,50.0,400.0,500,491,0
ON,Senin,50.0,400.0,513,457,0
ON,Senin,50.0,400.0,497,504,0
ON,Senin,50.0,400.0,498,458,0
ON,Senin,50.0,400.0,494,465,0
ON,Senin,50.0,400.0,494,481,0
ON,Furtuna,50.021,400.0,501,456,2
ON,Senin,50.0,400.0,483,486,0
ON,Tornada,49.9383,350.0,486,491,4
ON,Senin,50.0,400.0,504,496,0
ON,Senin,50.0,400.0,498,492,0
ON,Senin,50.0,400.0,485,451,0
ON,Senin,50.0,400.0,484,491,0
ON,Furtuna,50.0224,400.0,500,480,2
ON,Senin,50.0,400.0,519,456,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,494,470,0
ON,Senin,50.0,400.0,515,488,0
ON,Senin,50.0,400.0,506,501,0
ON,Senin,50.0,400.0,509,471,0
ON,Senin,50.0,400.0,483,471,0
ON,Senin,50.0,400.0,519,495,0
ON,Furtuna,50.0654,400.0,498,472,2
ON,Senin,50.0,400.0,484,456,0
ON,Senin,49.9855,400.0,507,481,1
ON,Senin,50.0017,400.0,489,495,1
ON,Senin,50.0,400.0,519,485,0
ON,Senin,50.0,400.0,511,460,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,50.0017,400.0,492,473,2
ON,Senin,50.0,400.0,480,463,0
ON,Senin,50.0,400.0,496,501,0
ON,Viscol,49.8993,390.0,512,508,3
ON,Senin,50.0,400.0,516,471,0
ON,Viscol,49.8639,390.0,505,477,3
ON,Senin,50.0164,400.0,519,453,1
ON,Senin,50.0,400.0,490,451,0
ON,Senin,50.0,400.0,507,471,0
ON,Senin,50.0121,400.0,492,496,1
ON,Senin,50.0,400.0,517,460,0
ON,Senin,50.0,400.0,513,470,0
ON,Senin,50.0,400.0,509,457,0
ON,Senin,50.0,400.0,516,463,0
ON,Senin,50.0,400.0,509,473,0
ON,Viscol,49.9992,390.0,503,477,3
ON,Senin,50.0,400.0,503,497,0
ON,Senin,49.9869,400.0,480,490,1
ON,Senin,50.0,400.0,519,459,0
ON,Tornada,50.4677,350.0,510,453,4
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,510,456,0
ON,Senin,50.0,400.0,504,472,0
ON,Furtuna,50.0063,400.0,510,471,2
ON,Senin,50.0084,400.0,489,459,1
ON,Senin,50.0,400.0,518,461,0
ON,Senin,50.0,400.0,515,490,0
ON,Senin,50.0,400.0,509,450,0
ON,Senin,50.0036,400.0,505,469,1
ON,Senin,50.0,400.0,491,450,0
ON,Senin,50.0,400.0,497,452,0
ON,Furtuna,49.9982,400.0,496,451,2
ON,Viscol,49.9624,390.0,490,467,3
ON,Senin,50.0,400.0,493,476,0
ON,Senin,50.0,400.0,511,484,0
ON,Senin,50.0,400.0,501,471,0
ON,Senin,49.9878,400.0,481,457,1
ON,Senin,50.0,400.0,509,494,0
ON,Senin,50.0174,400.0,514,499,1
ON,Senin,50.0,400.0,487,452,0
ON,Senin,50.0,400.0,487,502,0
ON,Senin,50.0,400.0,513,468,0
ON,Senin,50.0,400.0,511,487,0
ON,Senin,50.0,400.0,490,492,0
ON,Furtuna,49.9226,400.0,511,467,2
ON,Senin,50.0174,400.0,480,508,1
ON,Viscol,49.9867,390.0,495,499,3
ON,Senin,50.0,400.0,509,496,0
ON,Senin,50.0,400.0,491,467,0
ON,Senin,50.0,400.0,495,476,0
ON,Senin,50.0,400.0,502,485,0
ON,Senin,50.0,400.0,496,454,0
ON,Furtuna,49.9953,400.0,487,469,2
ON,Senin,49.9858,400.0,489,490,1
ON,Senin,50.0,400.0,507,467,0
ON,Senin,50.0,400.0,514,491,0
ON,Senin,50.0,400.0,493,454,0
ON,Senin,50.0,400.0,512,490,0
ON,Senin,50.0,400.0,498,504,0
ON,Senin,50.0,400.0,498,457,0
ON,Senin,50.0,400.0,499,477,0
ON,Senin,50.0031,400.0,508,507,1
ON,Senin,49.9813,400.0,496,461,1
ON,Senin,50.0,400.0,505,465,0
ON,Senin,50.0199,400.0,515,461,1
ON,Tornada,49.7279,350.0,508,508,4
ON,Furtuna,50.0676,400.0,486,494,2
ON,Tornada,50.1095,350.0,486,503,4
ON,Senin,50.0,400.0,491,480,0
ON,Senin,50.0,400.0,503,501,0
ON,Senin,49.9905,400.0,516,504,1
ON,Senin,50.0036,400.0,505,471,1
ON,Senin,50.0,400.0,514,460,0
ON,Senin,50.0068,400.0,494,464,1
ON,Furtuna,50.0626,400.0,488,463,2
ON,Senin,50.0,400.0,500,509,0
ON,Senin,50.0135,400.0,488,486,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,498,478,0
ON,Senin,49.9821,400.0,498,494,1
ON,Furtuna,49.9506,400.0,481,492,2
ON,Furtuna,49.929,400.0,515,492,2
ON,Furtuna,49.9929,400.0,514,483,2
ON,Senin,50.0,400.0,492,450,0
ON,Senin,50.0,400.0,490,478,0
ON,Senin,50.0,400.0,506,466,0
ON,Senin,50.0,400.0,492,452,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,503,462,0
ON,Senin,50.0,400.0,502,500,0
ON,Senin,50.0117,400.0,496,451,1
ON,Tornada,50.1865,350.0,511,460,4
ON,Tornada,49.5591,350.0,510,492,4
ON,Furtuna,50.0293,400.0,516,505,2
ON,Senin,50.0,400.0,485,450,0
ON,Senin,50.0,400.0,519,506,0
ON,Furtuna,49.9235,400.0,503,486,2
ON,Tornada,50.3556,350.0,481,499,4
ON,Furtuna,49.9476,400.0,486,505,2
ON,Senin,50.0,400.0,514,475,0
ON,Senin,50.013,400.0,498,479,1
ON,Senin,50.0,400.0,498,487,0
ON,Senin,50.0,400.0,514,488,0
ON,Tornada,49.785,350.0,482,460,4
ON,Viscol,49.8695,390.0,492,473,3
ON,Senin,50.0,400.0,489,469,0
ON,Senin,50.0,400.0,480,486,0
ON,Senin,50.0,400.0,499,502,0
ON,Senin,50.0,400.0,480,465,0
ON,Senin,50.0,400.0,508,488,0
ON,Senin,50.0,400.0,484,473,0
ON,Viscol,50.0508,390.0,498,481,3
ON,Senin,50.0,400.0,494,460,0
ON,Senin,50.0,400.0,516,456,0
ON,Viscol,50.1216,390.0,499,490,3
ON,Senin,50.0,400.0,498,465,0
ON,Senin,50.0,400.0,500,493,0
ON,Senin,50.0,400.0,504,475,0
ON,Tornada,50.24,350.0,485,503,4
ON,Senin,50.0,400.0,482,470,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,481,462,0
ON,Senin,50.0,400.0,485,493,0
ON,Senin,50.0,400.0,500,502,0
ON,Senin,50.0,400.0,497,462,0
ON,Senin,50.0,400.0,503,457,0
ON,Furtuna,49.9343,400.0,501,498,2
ON,Senin,50.0,400.0,500,453,0
ON,Senin,50.0084,400.0,482,458,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.9909,400.0,512,508,1
ON,Senin,50.0,400.0,487,508,0
ON,Senin,50.0,400.0,513,459,0
ON,Senin,50.0,400.0,482,466,0
ON,Senin,50.0,400.0,519,480,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,503,489,0
ON,Senin,50.0,400.0,503,503,0
ON,Senin,50.0,400.0,500,476,0
ON,Senin,50.0,400.0,489,484,0
ON,Senin,50.0,400.0,510,502,0
ON,Senin,50.0,400.0,493,482,0
ON,Senin,50.0,400.0,514,459,0
ON,Senin,50.0,400.0,491,460,0
ON,Viscol,50.0922,390.0,517,506,3
ON,Senin,50.0,400.0,514,474,0
ON,Senin,49.9841,400.0,486,503,1
ON,Senin,50.0,400.0,495,473,0
ON,Senin,50.0,400.0,503,481,0
ON,Senin,50.0,400.0,511,489,0
ON,Senin,50.0,400.0,496,496,0
ON,Furtuna,50.0756,400.0,501,472,2
ON,Senin,49.987,400.0,513,464,1
ON,Furtuna,50.0564,400.0,487,495,2
ON,Furtuna,50.0288,400.0,519,455,2
ON,Senin,50.0,400.0,485,495,0
ON,Senin,50.0,400.0,515,474,0
ON,Senin,50.0,400.0,518,478,0
ON,Viscol,49.9528,390.0,498,483,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.9894,400.0,492,477,1
ON,Senin,50.0,400.0,483,504,0
ON,Senin,50.0,400.0,499,476,0
ON,Furtuna,50.0541,400.0,519,450,2
